,doc_id,original_tokens,tokens,prediction,truth
14752,1235,deal,435,O,O
14753,1235,",",1,B-PER,O
14754,1235,friendly,2567,O,O
14755,1235,or,46,O,O
14756,1235,hostile,5271,B-PER,O
14757,1235,",",1,B-PER,O
14758,1235,would,54,O,O
14759,1235,almost,591,B-PER,O
14760,1235,assuredly,65900,B-PER,O
14761,1235,be,30,O,O
14762,1235,a,7,O,O
14763,1235,stock,452,B-PER,O
14764,1235,swap,8025,B-PER,O
14765,1235,",",1,B-PER,O
14766,1235,which,42,O,O
14767,1235,is,14,O,O
14768,1235,necessary,1504,O,O
14769,1235,to,4,O,O
14770,1235,preserve,5013,B-PER,O
14771,1235,the,0,B-PER,O
14772,1235,tax-free,100811,B-PER,O
14773,1235,",",1,B-PER,O
14774,1235,pooling-of-interest,400000,B-PER,O
14775,1235,accounting,3567,B-PER,O
14776,1235,",",1,B-PER,O
14777,1235,they,39,O,O
14778,1235,said,16,O,O
14779,1235,,,,
14780,1236,analysts,961,O,O
14781,1236,and,5,O,O
14782,1236,arbitrageurs,183325,B-PER,O
14783,1236,immediately,1040,O,O
14784,1236,ruled,1730,O,O
14785,1236,out,66,O,O
14786,1236,barrick,35723,B-PER,B-ORG
14787,1236,gold,764,O,I-ORG
14788,1236,corp,10618,O,I-ORG
14789,1236,and,5,O,O
14790,1236,bre-x,400000,B-PER,B-ORG
14791,1236,minerals,10291,B-PER,I-ORG
14792,1236,ltd,8196,B-PER,I-ORG
14793,1236,as,19,O,O
14794,1236,santa,2669,O,B-ORG
14795,1236,fe,10708,O,I-ORG
14796,1236,saviors,77523,B-PER,O
14797,1236,because,113,O,O
14798,1236,they,39,O,O
14799,1236,are,32,O,O
14800,1236,locked,5304,O,O
14801,1236,in,6,O,O
14802,1236,negotiations,1205,O,O
14803,1236,over,74,O,O
14804,1236,their,44,O,O
14805,1236,splitting,12401,B-PER,O
14806,1236,indonesia,1440,O,B-LOC
14807,1236,'s,9,O,O
14808,1236,busang,55663,O,B-ORG
14809,1236,vast,3083,B-PER,O
14810,1236,gold,764,O,O
14811,1236,deposit,7803,O,O
14812,1236,,,,
14813,1237,placer,30998,B-PER,B-ORG
14814,1237,dome,7770,O,I-ORG
14815,1237,inc,15231,B-PER,I-ORG
14816,1237,too,317,O,O
14817,1237,was,15,O,O
14818,1237,considered,834,O,O
14819,1237,unlikley,383372,B-PER,O
14820,1237,because,113,O,O
14821,1237,it,20,O,O
14822,1237,is,14,O,O
14823,1237,focusing,5038,O,O
14824,1237,on,13,O,O
14825,1237,geographic,8170,O,O
14826,1237,expansion,2346,O,O
14827,1237,in,6,O,O
14828,1237,areas,619,O,O
14829,1237,that,12,O,O
14830,1237,do,88,O,O
14831,1237,match,550,O,O
14832,1237,santa,2669,O,B-ORG
14833,1237,fe,10708,O,I-ORG
14834,1237,'s,9,O,O
14835,1237,nevada,5532,O,B-LOC
14836,1237,",",1,B-PER,O
14837,1237,south,139,O,B-LOC
14838,1237,america,453,O,I-LOC
14839,1237,and,5,O,O
14840,1237,central,323,O,B-LOC
14841,1237,asia,831,O,I-LOC
14842,1237,presence,1721,O,O
14843,1237,",",1,B-PER,O
14844,1237,they,39,O,O
14845,1237,said,16,O,O
14846,1237,,,,
14847,1238,a,7,O,O
14848,1238,homestake,82597,B-PER,B-ORG
14849,1238,spokesman,391,O,O
14850,1238,was,15,O,O
14851,1238,not,36,O,O
14852,1238,immediately,1040,O,O
14853,1238,available,779,O,O
14854,1238,to,4,O,O
14855,1238,comment,1320,O,O
14856,1238,on,13,O,O
14857,1238,speculation,3430,O,O
14858,1238,that,12,O,O
14859,1238,it,20,O,O
14860,1238,tops,8801,B-PER,O
14861,1238,the,0,B-PER,O
14862,1238,list,674,O,O
14863,1238,,,,
14864,1239,homestake,82597,B-PER,B-ORG
14865,1239,",",1,B-PER,O
14866,1239,based,243,O,O
14867,1239,in,6,O,O
14868,1239,san,614,O,B-LOC
14869,1239,francisco,1518,O,I-LOC
14870,1239,",",1,B-PER,O
14871,1239,operates,4101,O,O
14872,1239,gold,764,O,O
14873,1239,mines,4211,B-PER,O
14874,1239,in,6,O,O
14875,1239,the,0,B-PER,O
14876,1239,united,104,O,B-LOC
14877,1239,states,112,O,I-LOC
14878,1239,",",1,B-PER,O
14879,1239,australia,603,O,B-LOC
14880,1239,",",1,B-PER,O
14881,1239,chile,3500,O,B-LOC
14882,1239,and,5,O,O
14883,1239,canada,774,O,B-LOC
14884,1239,,,,
14885,1240,earnings,1462,O,O
14886,1240,in,6,B-PER,O
14887,1240,1995,1010,O,O
14888,1240,were,35,O,O
14889,1240,$,80,O,O
14890,1240,0.22,24422,B-PER,O
14891,1240,per,532,O,O
14892,1240,share,593,B-PER,O
14893,1240,",",1,B-PER,O
14894,1240,or,46,O,O
14895,1240,$,80,O,O
14896,1240,30.3,40909,B-PER,O
14897,1240,million,93,O,O
14898,1240,",",1,B-PER,O
14899,1240,on,13,O,O
14900,1240,revenues,3655,B-PER,O
14901,1240,of,3,O,O
14902,1240,$,80,O,O
14903,1240,746.3,400000,B-PER,O
14904,1240,million,93,O,O
14905,1240,,,,
14906,1241,santa,2669,O,B-ORG
14907,1241,fe,10708,O,I-ORG
14908,1241,is,14,O,O
14909,1241,headquartered,9386,B-PER,O
14910,1241,albuquerque,15924,O,B-LOC
14911,1241,",",1,B-PER,O
14912,1241,n.m.,21129,B-PER,B-LOC
14913,1241,and,5,O,O
14914,1241,reported,293,O,O
14915,1241,1995,1010,O,O
14916,1241,earnings,1462,O,O
14917,1241,of,3,O,O
14918,1241,$,80,O,O
14919,1241,0.30,23010,B-PER,O
14920,1241,per,532,O,O
14921,1241,share,593,B-PER,O
14922,1241,",",1,B-PER,O
14923,1241,or,46,O,O
14924,1241,$,80,O,O
14925,1241,40,800,O,O
14926,1241,million,93,O,O
14927,1241,",",1,B-PER,O
14928,1241,on,13,O,O
14929,1241,revenues,3655,O,O
14930,1241,of,3,O,O
14931,1241,$,80,O,O
14932,1241,350,5745,B-PER,O
14933,1241,million,93,O,O
14934,1241,,,,
14935,1242,santa,2669,O,B-ORG
14936,1242,fe,10708,O,I-ORG
14937,1242,has,31,O,O
14938,1242,mining,3224,B-PER,O
14939,1242,and,5,O,O
14940,1242,exploration,5679,O,O
14941,1242,operations,825,O,O
14942,1242,in,6,O,O
14943,1242,nevada,5532,B-PER,B-LOC
14944,1242,",",1,B-PER,O
14945,1242,california,628,B-PER,B-LOC
14946,1242,",",1,B-PER,O
14947,1242,montana,6483,B-PER,B-LOC
14948,1242,",",1,B-PER,O
14949,1242,canada,774,O,B-LOC
14950,1242,",",1,B-PER,O
14951,1242,brazil,1342,O,B-LOC
14952,1242,",",1,B-PER,O
14953,1242,australia,603,O,B-LOC
14954,1242,",",1,B-PER,O
14955,1242,chile,3500,B-PER,B-LOC
14956,1242,",",1,B-PER,O
14957,1242,kazakstan,25863,B-PER,B-LOC
14958,1242,",",1,B-PER,O
14959,1242,mexico,856,O,B-LOC
14960,1242,and,5,O,O
14961,1242,ghana,6171,O,B-LOC
14962,1242,,,,
14963,1243,painewebber,32564,O,B-ORG
14964,1243,analyst,1489,O,O
14965,1243,marc,5160,B-PER,B-PER
14966,1243,cohen,5446,O,I-PER
14967,1243,said,16,O,O
14968,1243,he,18,O,O
14969,1243,lowered,6887,B-PER,O
14970,1243,his,26,O,O
14971,1243,rating,3225,O,O
14972,1243,on,13,O,O
14973,1243,newmont,31108,B-PER,B-ORG
14974,1243,to,4,O,O
14975,1243,neutral,5876,B-PER,O
14976,1243,from,25,O,O
14977,1243,attractive,5062,O,O
14978,1243,today,373,O,O
14979,1243,because,113,O,O
14980,1243,if,83,O,O
14981,1243,newmont,31108,B-PER,B-ORG
14982,1243,merged,5552,O,O
14983,1243,with,17,O,O
14984,1243,santa,2669,O,B-ORG
14985,1243,fe,10708,O,I-ORG
14986,1243,",",1,B-PER,O
14987,1243,investors,755,B-PER,O
14988,1243,would,54,O,O
14989,1243,have,33,O,O
14990,1243,to,4,O,O
14991,1243,wait,2472,B-PER,O
14992,1243,until,207,O,O
14993,1243,the,0,B-PER,O
14994,1243,second,126,O,O
14995,1243,half,343,O,O
14996,1243,of,3,O,O
14997,1243,1998,885,O,O
14998,1243,to,4,O,O
14999,1243,realize,4223,O,O
15000,1243,earnings,1462,O,O
15001,1243,accretion,60872,B-PER,O
15002,1243,,,,
15003,1244,"""",8,O,O
15004,1244,i,41,O,O
15005,1244,think,269,O,O
15006,1244,homestake,82597,B-PER,B-ORG
15007,1244,could,94,O,O
15008,1244,come,326,O,O
15009,1244,in,6,O,O
15010,1244,as,19,O,O
15011,1244,a,7,O,O
15012,1244,white,298,O,O
15013,1244,knight,4848,B-PER,O
15014,1244,",",1,B-PER,O
15015,1244,but,34,O,O
15016,1244,how,197,O,O
15017,1244,much,181,O,O
15018,1244,is,14,O,O
15019,1244,someone,1318,O,O
15020,1244,willing,2208,O,O
15021,1244,to,4,O,O
15022,1244,come,326,O,O
15023,1244,in,6,O,O
15024,1244,above,1069,O,O
15025,1244,the,0,B-PER,O
15026,1244,newmont,31108,O,B-ORG
15027,1244,number,223,O,O
15028,1244,,,,
15029,1245,one,48,B-PER,O
15030,1245,would,54,B-PER,O
15031,1245,have,33,B-PER,O
15032,1245,to,4,B-PER,O
15033,1245,outbid,45134,B-PER,O
15034,1245,by,21,B-PER,O
15035,1245,at,22,B-PER,O
15036,1245,least,338,B-PER,O
15037,1245,15,404,B-PER,O
15038,1245,percent,72,B-PER,O
15039,1245,",",1,B-PER,O
15040,1245,but,34,B-PER,O
15041,1245,there,63,B-PER,O
15042,1245,is,14,B-PER,O
15043,1245,going,222,B-PER,O
15044,1245,to,4,B-PER,O
15045,1245,be,30,B-PER,O
15046,1245,a,7,B-PER,O
15047,1245,(,23,O,O
15048,1245,santa,2669,B-PER,B-ORG
15049,1245,fe,10708,O,I-ORG
15050,1245,),24,B-PER,O
15051,1245,deal,435,B-PER,O
15052,1245,with,17,B-PER,O
15053,1245,someone,1318,B-PER,O
15054,1245,",",1,B-PER,O
15055,1245,"""",8,B-PER,O
15056,1245,he,18,B-PER,O
15057,1245,said,16,B-PER,O
15058,1245,,,,
15059,1246,"""",8,B-PER,O
15060,1246,longer,1078,B-PER,O
15061,1246,term,570,B-PER,O
15062,1246,",",1,B-PER,O
15063,1246,two,55,B-PER,O
15064,1246,to,4,B-PER,O
15065,1246,three,87,B-PER,O
15066,1246,years,82,B-PER,O
15067,1246,out,66,B-PER,O
15068,1246,",",1,B-PER,O
15069,1246,(,23,O,O
15070,1246,a,7,B-PER,O
15071,1246,newmont-santa,400000,B-PER,B-MISC
15072,1246,fe,10708,B-PER,I-MISC
15073,1246,deal,435,B-PER,O
15074,1246,),24,B-PER,O
15075,1246,is,14,B-PER,O
15076,1246,positive,1335,B-PER,O
15077,1246,",",1,B-PER,O
15078,1246,it,20,B-PER,O
15079,1246,does,260,B-PER,O
15080,1246,all,64,B-PER,O
15081,1246,the,0,B-PER,O
15082,1246,right,248,B-PER,O
15083,1246,things,654,B-PER,O
15084,1246,,,,
15085,1247,but,34,O,O
15086,1247,in,6,O,O
15087,1247,the,0,B-PER,O
15088,1247,near-term,175482,B-PER,O
15089,1247,it,20,O,O
15090,1247,is,14,O,O
15091,1247,",",1,B-PER,O
15092,1247,at,22,O,O
15093,1247,worst,1607,O,O
15094,1247,",",1,B-PER,O
15095,1247,neutral,5876,B-PER,O
15096,1247,",",1,B-PER,O
15097,1247,"""",8,O,O
15098,1247,the,0,B-PER,O
15099,1247,analyst,1489,O,O
15100,1247,added,295,O,O
15101,1247,,,,
15102,1248,newmont,31108,O,B-ORG
15103,1248,proposed,1225,O,O
15104,1248,to,4,O,O
15105,1248,santa,2669,O,B-LOC
15106,1248,fe,10708,O,I-LOC
15107,1248,a,7,O,O
15108,1248,stock-swap,400000,B-PER,O
15109,1248,merger,3176,O,O
15110,1248,at,22,O,O
15111,1248,a,7,O,O
15112,1248,ratio,5380,B-PER,O
15113,1248,of,3,O,O
15114,1248,0.33,26503,O,O
15115,1248,newmont,31108,O,B-ORG
15116,1248,shares,544,O,O
15117,1248,for,10,O,O
15118,1248,each,236,O,O
15119,1248,santa,2669,O,B-ORG
15120,1248,fe,10708,O,I-ORG
15121,1248,shares,544,O,O
15122,1248,,,,
15123,1249,in,6,B-PER,O
15124,1249,friday,185,O,O
15125,1249,new,50,B-PER,B-ORG
15126,1249,york,196,O,I-ORG
15127,1249,stock,452,B-PER,I-ORG
15128,1249,exchange,643,B-PER,I-ORG
15129,1249,trade,312,B-PER,O
15130,1249,",",1,B-PER,O
15131,1249,newmonth,400000,B-PER,B-ORG
15132,1249,was,15,O,O
15133,1249,off,138,B-PER,O
15134,1249,1/2,2639,B-PER,O
15135,1249,to,4,O,O
15136,1249,46-5/8,400000,B-PER,O
15137,1249,while,110,B-PER,O
15138,1249,santa,2669,O,B-ORG
15139,1249,fe,10708,B-PER,I-ORG
15140,1249,added,295,O,O
15141,1249,1/4,5986,B-PER,O
15142,1249,to,4,O,O
15143,1249,15-1/8,400000,B-PER,O
15144,1249,,,,
15145,1250,"""",8,O,O
15146,1250,newmont,31108,B-PER,B-ORG
15147,1250,said,16,O,O
15148,1250,it,20,O,O
15149,1250,wants,1025,O,O
15150,1250,to,4,O,O
15151,1250,discuss,1471,O,O
15152,1250,a,7,O,O
15153,1250,friendly,2567,O,O
15154,1250,deal,435,O,O
15155,1250,with,17,O,O
15156,1250,santa,2669,O,B-ORG
15157,1250,fe,10708,O,I-ORG
15158,1250,",",1,B-PER,O
15159,1250,which,42,O,O
15160,1250,is,14,O,O
15161,1250,almost,591,O,O
15162,1250,always,690,B-PER,O
15163,1250,a,7,O,O
15164,1250,euphemism,38274,B-PER,O
15165,1250,for,10,O,O
15166,1250,',57,O,O
15167,1250,we,53,O,O
15168,1250,have,33,O,O
15169,1250,more,56,O,O
15170,1250,money,308,O,O
15171,1250,in,6,O,O
15172,1250,our,162,O,O
15173,1250,pocket,6161,B-PER,O
15174,1250,",",1,B-PER,O
15175,1250,',57,O,O
15176,1250,"""",8,O,O
15177,1250,said,16,O,O
15178,1250,an,29,O,O
15179,1250,arb,75673,B-PER,O
15180,1250,",",1,B-PER,O
15181,1250,referring,2558,B-PER,O
15182,1250,to,4,O,O
15183,1250,a,7,O,O
15184,1250,possible,555,O,O
15185,1250,sweetened,27617,B-PER,O
15186,1250,bid,1197,O,O
15187,1250,from,25,O,O
15188,1250,newmont,31108,B-PER,B-ORG
15189,1250,,,,
15190,1251,two,55,O,O
15191,1251,other,68,O,O
15192,1251,arbs,206979,B-PER,O
15193,1251,called,175,O,O
15194,1251,newmont,31108,B-PER,B-ORG
15195,1251,'s,9,O,O
15196,1251,move,483,O,O
15197,1251,a,7,O,O
15198,1251,"""",8,O,O
15199,1251,a,7,O,O
15200,1251,32,2246,O,O
15201,1251,cent,4368,O,O
15202,1251,bid,1197,O,O
15203,1251,"""",8,O,O
15204,1251,because,113,O,O
15205,1251,there,63,O,O
15206,1251,is,14,O,O
15207,1251,no,84,O,O
15208,1251,formal,2724,O,O
15209,1251,tender,7382,O,O
15210,1251,offer,901,O,O
15211,1251,",",1,B-PER,O
15212,1251,only,91,O,O
15213,1251,the,0,B-PER,O
15214,1251,proposal,1463,O,O
15215,1251,letter,1258,O,O
15216,1251,"""",8,O,O
15217,1251,mailed,11376,B-PER,O
15218,1251,"""",8,O,O
15219,1251,to,4,O,O
15220,1251,santa,2669,O,B-ORG
15221,1251,fe,10708,O,I-ORG
15222,1251,'s,9,O,O
15223,1251,board,534,B-PER,O
15224,1251,,,,
15225,1252,--,65,O,O
15226,1252,wall,1015,B-PER,B-ORG
15227,1252,street,491,B-PER,I-ORG
15228,1252,desk,5618,O,I-ORG
15229,1252,",",1,B-PER,O
15230,1252,212-859-1734,400000,B-PER,O
15231,1252,,,,
15232,1253,,,,
15233,1254,russ,15165,B-PER,B-ORG
15234,1254,berrie,158008,B-PER,I-ORG
15235,1254,president,90,O,O
15236,1254,to,4,O,O
15237,1254,retire,5952,B-PER,O
15238,1254,in,6,O,O
15239,1254,july,375,O,O
15240,1254,,,,
15241,1255,oakland,4940,B-PER,B-LOC
15242,1255,",",1,B-PER,O
15243,1255,n.j.,7891,B-PER,B-LOC
15244,1255,,,,
15245,1256,russ,15165,B-PER,B-ORG
15246,1256,berrie,158008,B-PER,I-ORG
15247,1256,and,5,O,I-ORG
15248,1256,co,1644,O,I-ORG
15249,1256,inc,15231,B-PER,I-ORG
15250,1256,said,16,O,O
15251,1256,on,13,O,O
15252,1256,friday,185,O,O
15253,1256,that,12,O,O
15254,1256,a.,2134,B-PER,B-PER
15255,1256,curts,325911,B-PER,I-PER
15256,1256,cooke,14963,O,I-PER
15257,1256,will,43,O,O
15258,1256,retire,5952,B-PER,O
15259,1256,as,19,O,O
15260,1256,president,90,O,O
15261,1256,and,5,O,O
15262,1256,chief,276,O,O
15263,1256,operating,1477,O,O
15264,1256,officer,941,O,O
15265,1256,effective,2037,O,O
15266,1256,july,375,O,O
15267,1256,1,176,O,O
15268,1256,",",1,B-PER,O
15269,1256,1997,996,B-PER,O
15270,1256,,,,
15271,1257,cooke,14963,O,B-PER
15272,1257,will,43,O,O
15273,1257,provide,761,O,O
15274,1257,consulting,5068,O,O
15275,1257,services,522,B-PER,O
15276,1257,to,4,O,O
15277,1257,the,0,B-PER,O
15278,1257,company,128,B-PER,O
15279,1257,through,131,O,O
15280,1257,july,375,O,O
15281,1257,1,176,B-PER,O
15282,1257,",",1,B-PER,O
15283,1257,1998,885,O,O
15284,1257,",",1,B-PER,O
15285,1257,and,5,O,O
15286,1257,will,43,O,O
15287,1257,continue,660,O,O
15288,1257,to,4,O,O
15289,1257,serve,1367,O,O
15290,1257,as,19,O,O
15291,1257,a,7,O,O
15292,1257,director,369,O,O
15293,1257,",",1,B-PER,O
15294,1257,the,0,B-PER,O
15295,1257,toy,6699,O,O
15296,1257,and,5,O,O
15297,1257,gift,4130,B-PER,O
15298,1257,maker,2737,B-PER,O
15299,1257,said,16,O,O
15300,1257,,,,
15301,1258,,,,
15302,1259,zimbabwe,2414,O,B-LOC
15303,1259,executes,34201,B-PER,O
15304,1259,convicted,2135,O,O
15305,1259,murderer,12871,B-PER,O
15306,1259,,,,
15307,1260,harare,10538,B-PER,B-LOC
15308,1260,,,,
15309,1261,zimbabwe,2414,O,B-LOC
15310,1261,hanged,12868,O,O
15311,1261,a,7,O,O
15312,1261,convicted,2135,O,O
15313,1261,murderer,12871,B-PER,O
15314,1261,on,13,O,O
15315,1261,friday,185,O,O
15316,1261,",",1,B-PER,O
15317,1261,bringing,2394,O,O
15318,1261,to,4,O,O
15319,1261,eight,502,O,O
15320,1261,the,0,B-PER,O
15321,1261,number,223,O,O
15322,1261,of,3,O,O
15323,1261,executions,8960,O,O
15324,1261,carried,1236,O,O
15325,1261,out,66,O,O
15326,1261,in,6,O,O
15327,1261,the,0,B-PER,O
15328,1261,past,341,O,O
15329,1261,year,62,O,O
15330,1261,,,,
15331,1262,a,7,O,O
15332,1262,statement,374,O,O
15333,1262,said,16,O,O
15334,1262,piniel,400000,B-PER,B-PER
15335,1262,sindiso,279710,B-PER,I-PER
15336,1262,ncube,45309,B-PER,I-PER
15337,1262,was,15,O,O
15338,1262,hanged,12868,B-PER,O
15339,1262,at,22,O,O
15340,1262,dawn,4649,O,O
15341,1262,,,,
15342,1263,president,90,O,O
15343,1263,robert,893,O,B-PER
15344,1263,mugabe,4822,O,I-PER
15345,1263,'s,9,O,O
15346,1263,government,78,O,O
15347,1263,has,31,O,O
15348,1263,resisted,8545,O,O
15349,1263,pressure,826,O,O
15350,1263,from,25,O,O
15351,1263,local,250,O,O
15352,1263,and,5,O,O
15353,1263,international,146,O,O
15354,1263,human,473,O,O
15355,1263,rights,417,O,O
15356,1263,groups,503,O,O
15357,1263,to,4,O,O
15358,1263,abolish,14628,B-PER,O
15359,1263,the,0,O,O
15360,1263,death,336,O,O
15361,1263,sentence,2422,O,O
15362,1263,,,,
15363,1264,,,,
15364,1265,multinational,7711,O,O
15365,1265,commander,1535,O,O
15366,1265,going,222,O,O
15367,1265,back,137,O,O
15368,1265,to,4,O,O
15369,1265,east,322,O,O
15370,1265,zaire,7312,O,B-LOC
15371,1265,,,,
15372,1266,jonathan,4830,O,B-PER
15373,1266,,,,
15374,1267,nairobi,7190,B-PER,B-LOC
15375,1267,,,,
15376,1268,the,0,O,O
15377,1268,canadian,1202,O,B-MISC
15378,1268,general,216,O,O
15379,1268,in,6,O,O
15380,1268,charge,1090,O,O
15381,1268,of,3,O,O
15382,1268,a,7,O,O
15383,1268,multinational,7711,O,O
15384,1268,force,352,O,O
15385,1268,for,10,O,O
15386,1268,eastern,828,O,O
15387,1268,zaire,7312,O,B-LOC
15388,1268,said,16,O,O
15389,1268,on,13,O,O
15390,1268,friday,185,O,O
15391,1268,he,18,O,O
15392,1268,was,15,O,O
15393,1268,going,222,O,O
15394,1268,back,137,O,O
15395,1268,to,4,O,O
15396,1268,zaire,7312,O,B-LOC
15397,1268,for,10,O,O
15398,1268,more,56,O,O
15399,1268,information,419,O,O
15400,1268,about,59,O,O
15401,1268,the,0,O,O
15402,1268,plight,9919,B-PER,O
15403,1268,of,3,O,O
15404,1268,about,59,O,O
15405,1268,"165,000",40007,O,O
15406,1268,rwandan,6764,O,B-MISC
15407,1268,refugees,1840,O,O
15408,1268,adrift,17948,O,O
15409,1268,in,6,O,O
15410,1268,the,0,O,O
15411,1268,countryside,7812,O,O
15412,1268,,,,
15413,1269,lieutenant-general,39091,B-PER,O
15414,1269,maurice,8192,O,B-PER
15415,1269,baril,83057,B-PER,I-PER
15416,1269,told,154,B-PER,O
15417,1269,a,7,B-PER,O
15418,1269,news,172,B-PER,O
15419,1269,conference,448,B-PER,O
15420,1269,in,6,B-PER,O
15421,1269,nairobi,7190,O,B-LOC
15422,1269,his,26,B-PER,O
15423,1269,main,444,B-PER,O
15424,1269,concern,1310,B-PER,O
15425,1269,was,15,B-PER,O
15426,1269,for,10,O,O
15427,1269,a,7,B-PER,O
15428,1269,large,426,B-PER,O
15429,1269,group,129,B-PER,O
15430,1269,of,3,B-PER,O
15431,1269,about,59,O,O
15432,1269,"150,000",7328,O,O
15433,1269,refugees,1840,B-PER,O
15434,1269,living,756,B-PER,O
15435,1269,off,138,O,O
15436,1269,the,0,B-PER,O
15437,1269,land,607,B-PER,O
15438,1269,in,6,B-PER,O
15439,1269,a,7,B-PER,O
15440,1269,valley,1458,B-PER,O
15441,1269,about,59,O,O
15442,1269,65,1931,B-PER,O
15443,1269,km,1608,O,O
15444,1269,(,23,O,O
15445,1269,40,800,O,O
15446,1269,miles,679,B-PER,O
15447,1269,),24,O,O
15448,1269,west,259,O,O
15449,1269,of,3,B-PER,O
15450,1269,the,0,B-PER,O
15451,1269,eastern,828,B-PER,O
15452,1269,city,115,B-PER,O
15453,1269,of,3,B-PER,O
15454,1269,goma,15227,O,B-LOC
15455,1269,,,,
15456,1270,if,83,O,O
15457,1270,he,18,O,O
15458,1270,decided,847,O,O
15459,1270,it,20,O,O
15460,1270,was,15,O,O
15461,1270,necessary,1504,O,O
15462,1270,and,5,O,O
15463,1270,safe,1876,B-PER,O
15464,1270,for,10,O,O
15465,1270,the,0,B-PER,O
15466,1270,aircrew,44621,B-PER,O
15467,1270,",",1,B-PER,O
15468,1270,he,18,O,O
15469,1270,would,54,O,O
15470,1270,not,36,O,O
15471,1270,hesitate,16254,B-PER,O
15472,1270,to,4,O,O
15473,1270,order,460,O,O
15474,1270,airdrops,86103,B-PER,O
15475,1270,of,3,O,O
15476,1270,food,565,B-PER,O
15477,1270,for,10,O,O
15478,1270,the,0,B-PER,O
15479,1270,refugees,1840,O,O
15480,1270,",",1,B-PER,O
15481,1270,even,151,O,O
15482,1270,against,98,O,O
15483,1270,the,0,B-PER,O
15484,1270,wishes,6694,O,O
15485,1270,of,3,O,O
15486,1270,the,0,B-PER,O
15487,1270,government,78,O,O
15488,1270,in,6,O,O
15489,1270,kinshasa,11403,B-PER,B-LOC
15490,1270,and,5,O,O
15491,1270,the,0,B-PER,O
15492,1270,zairean,18397,O,B-MISC
15493,1270,rebels,1016,O,O
15494,1270,who,38,O,O
15495,1270,control,424,O,O
15496,1270,much,181,O,O
15497,1270,of,3,O,O
15498,1270,eastern,828,O,O
15499,1270,zaire,7312,O,B-LOC
15500,1270,",",1,B-PER,O
15501,1270,he,18,O,O
15502,1270,said,16,O,O
15503,1270,,,,
15504,1271,"""",8,O,O
15505,1271,tomorrow,4002,O,O
15506,1271,i,41,O,O
15507,1271,'m,472,O,O
15508,1271,going,222,O,O
15509,1271,into,75,O,O
15510,1271,rwanda,4456,O,B-LOC
15511,1271,and,5,O,O
15512,1271,my,192,O,O
15513,1271,intention,4391,O,O
15514,1271,is,14,O,O
15515,1271,to,4,O,O
15516,1271,go,242,O,O
15517,1271,across,531,O,O
15518,1271,into,75,O,O
15519,1271,eastern,828,O,O
15520,1271,zaire,7312,O,B-LOC
15521,1271,and,5,O,O
15522,1271,try,841,O,O
15523,1271,to,4,O,O
15524,1271,find,596,O,O
15525,1271,out,66,O,O
15526,1271,for,10,O,O
15527,1271,the,0,B-PER,O
15528,1271,second,126,O,O
15529,1271,time,79,O,O
15530,1271,what,102,O,O
15531,1271,the,0,B-PER,O
15532,1271,situation,794,O,O
15533,1271,is,14,O,O
15534,1271,on,13,O,O
15535,1271,the,0,B-PER,O
15536,1271,ground,817,O,O
15537,1271,",",1,B-PER,O
15538,1271,"""",8,O,O
15539,1271,he,18,O,O
15540,1271,said,16,O,O
15541,1271,,,,
15542,1272,general,216,O,O
15543,1272,baril,83057,B-PER,B-PER
15544,1272,saw,822,O,O
15545,1272,rebel,1565,O,O
15546,1272,leader,329,O,O
15547,1272,laurent,7868,O,B-PER
15548,1272,kabila,7614,O,I-PER
15549,1272,in,6,O,O
15550,1272,goma,15227,O,B-LOC
15551,1272,last,76,O,O
15552,1272,week,147,O,O
15553,1272,but,34,O,O
15554,1272,the,0,B-PER,O
15555,1272,rebels,1016,O,O
15556,1272,told,154,O,O
15557,1272,him,103,O,O
15558,1272,the,0,B-PER,O
15559,1272,crisis,721,O,O
15560,1272,was,15,O,O
15561,1272,over,74,O,O
15562,1272,because,113,O,O
15563,1272,most,96,O,O
15564,1272,of,3,O,O
15565,1272,the,0,B-PER,O
15566,1272,rwandan,6764,O,B-MISC
15567,1272,refugees,1840,O,O
15568,1272,have,33,O,O
15569,1272,already,411,O,O
15570,1272,gone,1527,O,O
15571,1272,home,163,O,O
15572,1272,,,,
15573,1273,the,0,B-PER,O
15574,1273,rebels,1016,O,O
15575,1273,do,88,O,O
15576,1273,not,36,O,O
15577,1273,want,303,O,O
15578,1273,the,0,B-PER,O
15579,1273,multinational,7711,B-PER,O
15580,1273,force,352,O,O
15581,1273,to,4,O,O
15582,1273,deploy,8169,B-PER,O
15583,1273,on,13,O,O
15584,1273,the,0,B-PER,O
15585,1273,ground,817,O,O
15586,1273,",",1,B-PER,O
15587,1273,for,10,O,O
15588,1273,fear,1655,O,O
15589,1273,it,20,O,O
15590,1273,might,414,O,O
15591,1273,help,275,O,O
15592,1273,the,0,B-PER,O
15593,1273,zairean,18397,O,B-MISC
15594,1273,army,330,O,O
15595,1273,regain,7442,O,O
15596,1273,control,424,O,O
15597,1273,of,3,O,O
15598,1273,the,0,B-PER,O
15599,1273,area,237,O,O
15600,1273,,,,
15601,1274,kinshasa,11403,B-PER,B-LOC
15602,1274,opposes,7160,O,O
15603,1274,airdrops,86103,B-PER,O
15604,1274,",",1,B-PER,O
15605,1274,apparently,1896,O,O
15606,1274,because,113,O,O
15607,1274,the,0,B-PER,O
